test_id,Demand,Order Quantity,Inventory,Holdingcost,Orderingcost
1,93,93,0,308,7680
1,53,53,0,308,7680
1,50,50,0,308,7680
1,35,46,11,308,7680
1,11,0,0,308,7680
1,87,87,0,308,7680
1,0,0,0,308,7680
1,41,41,0,308,7680
1,54,54,0,308,7680
1,69,69,0,308,7680
1,68,90,22,308,7680
1,22,0,0,308,7680
1,42,42,0,308,7680
1,57,57,0,308,7680
1,85,85,0,308,7680
1,58,58,0,308,7680
1,86,86,0,308,7680
1,25,25,0,308,7680
1,37,48,11,308,7680
1,11,0,0,308,7680
2,3,3,0,56,4142
2,47,47,0,56,4142
2,74,74,0,56,4142
2,35,35,0,56,4142
2,37,37,0,56,4142
2,79,79,0,56,4142
2,36,36,0,56,4142
2,23,23,0,56,4142
2,52,52,0,56,4142
2,77,77,0,56,4142
2,54,54,0,56,4142
2,79,79,0,56,4142
2,35,35,0,56,4142
2,84,84,0,56,4142
2,14,14,0,56,4142
2,89,89,0,56,4142
2,46,46,0,56,4142
2,25,33,8,56,4142
2,8,0,0,56,4142
2,93,93,0,56,4142
3,48,48,0,1260,9100
3,67,86,19,1260,9100
3,19,0,0,1260,9100
3,48,76,28,1260,9100
3,15,0,13,1260,9100
3,13,0,0,1260,9100
3,41,41,0,1260,9100
3,100,100,0,1260,9100
3,86,86,0,1260,9100
3,100,100,0,1260,9100
3,20,55,35,1260,9100
3,35,0,0,1260,9100
3,58,59,1,1260,9100
3,1,0,0,1260,9100
3,75,75,0,1260,9100
3,87,87,0,1260,9100
3,1,9,8,1260,9100
3,8,0,0,1260,9100
3,63,99,36,1260,9100
3,36,0,0,1260,9100
4,91,91,0,0,2261
4,65,65,0,0,2261
4,25,25,0,0,2261
4,76,76,0,0,2261
4,16,16,0,0,2261
4,42,42,0,0,2261
4,64,64,0,0,2261
4,22,22,0,0,2261
4,36,36,0,0,2261
4,0,0,0,0,2261
4,77,77,0,0,2261
4,26,26,0,0,2261
4,89,89,0,0,2261
4,37,37,0,0,2261
4,3,3,0,0,2261
4,40,40,0,0,2261
4,73,73,0,0,2261
4,21,21,0,0,2261
4,6,6,0,0,2261
4,87,87,0,0,2261
5,22,67,45,1705,5868
5,44,0,1,1705,5868
5,1,0,0,1705,5868
5,59,79,20,1705,5868
5,20,0,0,1705,5868
5,85,85,0,1705,5868
5,85,85,0,1705,5868
5,83,88,5,1705,5868
5,4,0,1,1705,5868
5,1,0,0,1705,5868
5,76,76,0,1705,5868
5,72,129,57,1705,5868
5,17,0,40,1705,5868
5,40,0,0,1705,5868
5,98,186,88,1705,5868
