test_id,Demand,Order Quantity,Inventory,Holdingcost,Orderingcost
1,76,238,162,162,657
1,10,0,152,314,657
1,42,0,110,424,657
1,79,0,31,455,657
1,31,0,0,455,657
2,48,251,203,1218,343
2,66,0,137,2040,343
2,97,0,40,2280,343
2,25,0,15,2370,343
2,15,0,0,2370,343
3,26,135,109,218,567
3,4,0,105,428,567
3,28,0,77,582,567
3,49,0,28,638,567
3,28,0,0,638,567
4,9,217,208,208,288
4,66,0,142,350,288
4,98,0,44,394,288
4,23,0,21,415,288
4,21,0,0,415,288
5,18,236,218,1308,748
5,22,0,196,2484,748
5,80,0,116,3180,748
5,26,0,90,3720,748
5,90,0,0,3720,748
6,20,217,197,1970,511
6,66,0,131,3280,511
6,20,0,111,4390,511
6,100,0,11,4500,511
6,11,0,0,4500,511
7,88,265,177,885,162
7,44,0,133,1550,162
7,22,0,111,2105,162
7,68,0,43,2320,162
7,43,0,0,2320,162
8,31,190,159,1113,977
8,11,0,148,2149,977
8,61,0,87,2758,977
8,21,0,66,3220,977
8,66,0,0,3220,977
9,54,327,273,819,136
9,71,0,202,1425,136
9,64,0,138,1839,136
9,95,0,43,1968,136
9,43,0,0,1968,136
10,72,347,275,1650,400
10,89,0,186,2766,400
10,97,0,89,3300,400
10,28,0,61,3666,400
10,61,0,0,3666,400
11,57,227,170,1190,417
11,16,0,154,2268,417
11,23,0,131,3185,417
11,77,0,54,3563,417
11,54,0,0,3563,417
12,96,297,201,402,265
12,7,0,194,790,265
12,84,0,110,1010,265
12,50,0,60,1130,265
12,60,0,0,1130,265
13,81,285,204,1428,268
13,78,0,126,2310,268
13,1,0,125,3185,268
13,29,0,96,3857,268
13,96,0,0,3857,268
14,29,278,249,747,369
14,82,0,167,1248,369
14,2,0,165,1743,369
14,65,0,100,2043,369
14,100,0,0,2043,369
15,81,349,268,536,820
15,40,0,228,992,820
15,96,0,132,1256,820
15,95,0,37,1330,820
15,37,0,0,1330,820
16,59,312,253,759,484
16,24,0,229,1446,484
16,88,0,141,1869,484
16,53,0,88,2133,484
16,88,0,0,2133,484
17,8,214,206,1648,741
17,31,0,175,3048,741
17,94,0,81,3696,741
17,58,0,23,3880,741
17,23,0,0,3880,741
18,59,224,165,825,201
18,10,0,155,1600,201
18,15,0,140,2300,201
18,94,0,46,2530,201
18,46,0,0,2530,201
19,51,247,196,196,491
19,66,0,130,326,491
19,43,0,87,413,491
19,38,0,49,462,491
19,49,0,0,462,491
20,29,128,99,297,805
20,14,0,85,552,805
20,4,0,81,795,805
20,12,0,69,1002,805
20,69,0,0,1002,805
21,80,467,387,1548,209
21,98,0,289,2704,209
21,94,0,195,3484,209
21,100,0,95,3864,209
21,95,0,0,3864,209
22,62,202,140,1120,740
22,54,0,86,1808,740
22,9,0,77,2424,740
22,67,0,10,2504,740
22,10,0,0,2504,740
23,50,234,184,1472,300
23,20,0,164,2784,300
23,14,0,150,3984,300
23,99,0,51,4392,300
23,51,0,0,4392,300
24,76,308,232,1856,869
24,29,0,203,3480,869
24,86,0,117,4416,869
24,91,0,26,4624,869
24,26,0,0,4624,869
25,27,303,276,2760,604
25,98,0,178,4540,604
25,71,0,107,5610,604
25,55,0,52,6130,604
25,52,0,0,6130,604
26,59,219,160,160,814
26,1,0,159,319,814
26,77,0,82,401,814
26,36,0,46,447,814
26,46,0,0,447,814
