test_id,Demand,Order Quantity,Inventory,Holdingcost,Orderingcost
1,76,238,162,455,657
1,10,0,152,455,657
1,42,0,110,455,657
1,79,0,31,455,657
1,31,0,0,455,657
2,48,48,0,330,1029
2,66,66,0,330,1029
2,97,137,40,330,1029
2,25,0,15,330,1029
2,15,0,0,330,1029
3,26,58,32,176,1134
3,4,0,28,176,1134
3,28,0,0,176,1134
3,49,77,28,176,1134
3,28,0,0,176,1134
4,9,75,66,131,576
4,66,0,0,131,576
4,98,142,44,131,576
4,23,0,21,131,576
4,21,0,0,131,576
5,18,40,22,288,2244
5,22,0,0,288,2244
5,80,106,26,288,2244
5,26,0,0,288,2244
5,90,90,0,288,2244
6,20,20,0,310,1533
6,66,86,20,310,1533
6,20,0,0,310,1533
6,100,111,11,310,1533
6,11,0,0,310,1533
7,88,88,0,325,486
7,44,66,22,325,486
7,22,0,0,325,486
7,68,111,43,325,486
7,43,0,0,325,486
8,31,42,11,224,2931
8,11,0,0,224,2931
8,61,82,21,224,2931
8,21,0,0,224,2931
8,66,66,0,224,2931
9,54,54,0,129,544
9,71,71,0,129,544
9,64,64,0,129,544
9,95,138,43,129,544
9,43,0,0,129,544
10,72,72,0,168,1600
10,89,89,0,168,1600
10,97,125,28,168,1600
10,28,0,0,168,1600
10,61,61,0,168,1600
11,57,73,16,490,1251
11,16,0,0,490,1251
11,23,23,0,490,1251
11,77,131,54,490,1251
11,54,0,0,490,1251
12,96,103,7,114,795
12,7,0,0,114,795
12,84,134,50,114,795
12,50,0,0,114,795
12,60,60,0,114,795
13,81,81,0,7,1072
13,78,79,1,7,1072
13,1,0,0,7,1072
13,29,29,0,7,1072
13,96,96,0,7,1072
14,29,113,84,558,738
14,82,0,2,558,738
14,2,0,0,558,738
14,65,165,100,558,738
14,100,0,0,558,738
15,81,217,136,538,1640
15,40,0,96,538,1640
15,96,0,0,538,1640
15,95,132,37,538,1640
15,37,0,0,538,1640
16,59,83,24,231,1452
16,24,0,0,231,1452
16,88,141,53,231,1452
16,53,0,0,231,1452
16,88,88,0,231,1452
17,8,39,31,1080,1482
17,31,0,0,1080,1482
17,94,175,81,1080,1482
17,58,0,23,1080,1482
17,23,0,0,1080,1482
18,59,69,10,280,603
18,10,0,0,280,603
18,15,15,0,280,603
18,94,140,46,280,603
18,46,0,0,280,603
19,51,198,147,266,982
19,66,0,81,266,982
19,43,0,38,266,982
19,38,0,0,266,982
19,49,49,0,266,982
20,29,59,30,174,1610
20,14,0,16,174,1610
20,4,0,12,174,1610
20,12,0,0,174,1610
20,69,69,0,174,1610
21,80,80,0,0,1045
21,98,98,0,0,1045
21,94,94,0,0,1045
21,100,100,0,0,1045
21,95,95,0,0,1045
22,62,125,63,656,1480
22,54,0,9,656,1480
22,9,0,0,656,1480
22,67,77,10,656,1480
22,10,0,0,656,1480
23,50,84,34,792,600
23,20,0,14,792,600
23,14,0,0,792,600
23,99,150,51,792,600
23,51,0,0,792,600
24,76,105,29,1376,1738
24,29,0,0,1376,1738
24,86,203,117,1376,1738
24,91,0,26,1376,1738
24,26,0,0,1376,1738
25,27,27,0,550,2416
25,98,98,0,550,2416
25,71,126,55,550,2416
25,55,0,0,550,2416
25,52,52,0,550,2416
26,59,219,160,447,814
26,1,0,159,447,814
26,77,0,82,447,814
26,36,0,46,447,814
26,46,0,0,447,814
27,9,26,17,216,1314
27,10,0,7,216,1314
27,7,0,0,216,1314
27,0,0,0,216,1314
27,79,79,0,216,1314
28,41,41,0,480,876
28,75,127,52,480,876
28,52,0,0,480,876
28,53,97,44,480,876
28,44,0,0,480,876
29,52,98,46,776,2307
29,46,0,0,776,2307
29,37,88,51,776,2307
29,51,0,0,776,2307
29,79,79,0,776,2307
30,6,78,72,705,1284
30,49,0,23,705,1284
30,23,0,0,705,1284
30,99,145,46,705,1284
30,46,0,0,705,1284
31,80,80,0,0,595
31,34,34,0,0,595
31,35,35,0,0,595
31,63,63,0,0,595
31,60,60,0,0,595
32,95,98,3,135,294
32,0,0,3,135,294
32,3,0,0,135,294
32,73,94,21,135,294
32,21,0,0,135,294
33,55,61,6,36,792
33,6,0,0,36,792
33,76,76,0,36,792
33,59,59,0,36,792
33,78,78,0,36,792
34,81,89,8,504,2010
34,8,0,0,504,2010
34,42,90,48,504,2010
34,48,0,0,504,2010
34,77,77,0,504,2010
