test_id,Demand,Order Quantity,Inventory,Holdingcost,Orderingcost
1,76,238,162,455,657
1,10,0,152,455,657
1,42,0,110,455,657
1,79,0,31,455,657
1,31,0,0,455,657
2,48,114,66,546,1029
2,66,0,0,546,1029
2,97,122,25,546,1029
2,25,0,0,546,1029
2,15,15,0,546,1029
3,26,135,109,638,567
3,4,0,105,638,567
3,28,0,77,638,567
3,49,0,28,638,567
3,28,0,0,638,567
4,9,196,187,331,576
4,66,0,121,331,576
4,98,0,23,331,576
4,23,0,0,331,576
4,21,21,0,331,576
5,18,120,102,1632,1496
5,22,0,80,1632,1496
5,80,0,0,1632,1496
5,26,116,90,1632,1496
5,90,0,0,1632,1496
6,20,86,66,1660,1533
6,66,0,0,1660,1533
6,20,120,100,1660,1533
6,100,0,0,1660,1533
6,11,11,0,1660,1533
7,88,88,0,340,648
7,44,44,0,340,648
7,22,90,68,340,648
7,68,0,0,340,648
7,43,43,0,340,648
8,31,103,72,1393,1954
8,11,0,61,1393,1954
8,61,0,0,1393,1954
8,21,87,66,1393,1954
8,66,0,0,1393,1954
9,54,54,0,0,680
9,71,71,0,0,680
9,64,64,0,0,680
9,95,95,0,0,680
9,43,43,0,0,680
10,72,72,0,366,1600
10,89,89,0,366,1600
10,97,97,0,366,1600
10,28,89,61,366,1600
10,61,0,0,366,1600
11,57,73,16,651,1251
11,16,0,0,651,1251
11,23,100,77,651,1251
11,77,0,0,651,1251
11,54,54,0,651,1251
12,96,103,7,114,795
12,7,0,0,114,795
12,84,134,50,114,795
12,50,0,0,114,795
12,60,60,0,114,795
13,81,81,0,1547,804
13,78,78,0,1547,804
13,1,126,125,1547,804
13,29,0,96,1547,804
13,96,0,0,1547,804
14,29,111,82,1041,738
14,82,0,0,1041,738
14,2,167,165,1041,738
14,65,0,100,1041,738
14,100,0,0,1041,738
15,81,217,136,538,1640
15,40,0,96,538,1640
15,96,0,0,538,1640
15,95,132,37,538,1640
15,37,0,0,538,1640
16,59,171,112,864,968
16,24,0,88,864,968
16,88,0,0,864,968
16,53,141,88,864,968
16,88,0,0,864,968
17,8,133,125,1936,1482
17,31,0,94,1936,1482
17,94,0,0,1936,1482
17,58,81,23,1936,1482
17,23,0,0,1936,1482
18,59,59,0,1015,603
18,10,119,109,1015,603
18,15,0,94,1015,603
18,94,0,0,1015,603
18,46,46,0,1015,603
19,51,198,147,266,982
19,66,0,81,266,982
19,43,0,38,266,982
19,38,0,0,266,982
19,49,49,0,266,982
20,29,128,99,1002,805
20,14,0,85,1002,805
20,4,0,81,1002,805
20,12,0,69,1002,805
20,69,0,0,1002,805
21,80,80,0,0,1045
21,98,98,0,0,1045
21,94,94,0,0,1045
21,100,100,0,0,1045
21,95,95,0,0,1045
22,62,116,54,1128,1480
22,54,0,0,1128,1480
22,9,86,77,1128,1480
22,67,0,10,1128,1480
22,10,0,0,1128,1480
23,50,50,0,112,1200
23,20,34,14,112,1200
23,14,0,0,112,1200
23,99,99,0,112,1200
23,51,51,0,112,1200
24,76,105,29,960,2607
24,29,0,0,960,2607
24,86,177,91,960,2607
24,91,0,0,960,2607
24,26,26,0,960,2607
25,27,125,98,1530,1812
25,98,0,0,1530,1812
25,71,126,55,1530,1812
25,55,0,0,1530,1812
25,52,52,0,1530,1812
26,59,219,160,447,814
26,1,0,159,447,814
26,77,0,82,447,814
26,36,0,46,447,814
26,46,0,0,447,814
27,9,26,17,216,1314
27,10,0,7,216,1314
27,7,0,0,216,1314
27,0,0,0,216,1314
27,79,79,0,216,1314
28,41,116,75,640,876
28,75,0,0,640,876
28,52,105,53,640,876
28,53,0,0,640,876
28,44,44,0,640,876
29,52,98,46,2040,1538
29,46,0,0,2040,1538
29,37,167,130,2040,1538
29,51,0,79,2040,1538
29,79,0,0,2040,1538
30,6,78,72,705,1284
30,49,0,23,705,1284
30,23,0,0,705,1284
30,99,145,46,705,1284
30,46,0,0,705,1284
31,80,80,0,0,595
31,34,34,0,0,595
31,35,35,0,0,595
31,63,63,0,0,595
31,60,60,0,0,595
32,95,95,0,365,441
32,0,0,0,365,441
32,3,76,73,365,441
32,73,0,0,365,441
32,21,21,0,365,441
33,55,55,0,924,594
33,6,82,76,924,594
33,76,0,0,924,594
33,59,137,78,924,594
33,78,0,0,924,594
34,81,81,0,1242,2010
34,8,98,90,1242,2010
